,Comb,Delay,Width,Sig
134.0,01,,0.0,
135.0,01,,0.0,
136.0,01,,0.0,
137.0,01,,0.0,
138.0,01,,0.0,
139.0,01,,0.0,
140.0,01,,0.0,
141.0,01,,0.0,
142.0,01,,0.0,
143.0,01,,0.0,
144.0,01,,0.0,
145.0,01,,0.0,
146.0,01,,0.0,
147.0,01,,0.0,
148.0,01,,0.0,
149.0,01,,0.0,
150.0,01,,0.0,
151.0,01,,0.0,
152.0,01,,0.0,
153.0,01,,0.0,
154.0,01,,0.0,
155.0,01,,0.0,
156.0,01,,0.0,
157.0,01,,0.0,
158.0,01,,0.0,
159.0,01,,0.0,
160.0,01,,0.0,
161.0,01,,0.0,
162.0,01,,0.0,
163.0,01,,0.0,
164.0,01,,0.0,
165.0,01,,0.0,
166.0,01,,0.0,
167.0,01,,0.0,
168.0,01,,0.0,
169.0,01,,0.0,
170.0,01,,0.0,
171.0,01,,0.0,
172.0,01,,0.0,
173.0,01,,0.0,
174.0,01,,0.0,
175.0,01,,0.0,
176.0,01,,0.0,
177.0,01,,0.0,
178.0,01,,0.0,
179.0,01,,0.0,
180.0,01,,0.0,
181.0,01,,0.0,
182.0,01,,0.0,
183.0,01,,0.0,
184.0,01,,0.0,
185.0,01,,0.0,
186.0,01,,0.0,
187.0,01,,0.0,
188.0,01,,0.0,
189.0,01,,0.0,
190.0,01,,0.0,
191.0,01,,0.0,
192.0,01,-6.25e-05,3.0,34.998615583721424
193.0,01,-6.25e-05,3.0,35.30391856935094
194.0,01,0.0,3.0,35.47952104725394
195.0,01,,0.0,
196.0,01,,0.0,
197.0,01,,0.0,
198.0,01,,0.0,
199.0,01,,0.0,
200.0,01,,0.0,
201.0,01,,0.0,
202.0,01,,0.0,
203.0,01,,0.0,
204.0,01,,0.0,
205.0,01,,0.0,
206.0,01,,0.0,
207.0,01,,0.0,
208.0,01,,0.0,
209.0,01,,0.0,
210.0,01,,0.0,
211.0,01,,0.0,
212.0,01,,0.0,
213.0,01,,0.0,
214.0,01,,0.0,
215.0,01,,0.0,
216.0,01,,0.0,
217.0,01,,0.0,
218.0,01,,0.0,
219.0,01,,0.0,
220.0,01,,0.0,
221.0,01,,0.0,
222.0,01,,0.0,
223.0,01,,0.0,
224.0,01,,0.0,
225.0,01,,0.0,
226.0,01,,0.0,
227.0,01,,0.0,
228.0,01,,0.0,
229.0,01,,0.0,
230.0,01,,0.0,
231.0,01,,0.0,
232.0,01,,0.0,
233.0,01,,0.0,
234.0,01,,0.0,
235.0,01,,0.0,
236.0,01,,0.0,
237.0,01,,0.0,
238.0,01,,0.0,
239.0,01,,0.0,
240.0,01,,0.0,
241.0,01,,0.0,
242.0,01,,0.0,
243.0,01,,0.0,
244.0,01,,0.0,
245.0,01,,0.0,
246.0,01,,0.0,
247.0,01,,0.0,
248.0,01,,0.0,
249.0,01,,0.0,
250.0,01,,0.0,
251.0,01,,0.0,
252.0,01,,0.0,
253.0,01,,0.0,
254.0,01,,0.0,
255.0,01,,0.0,
256.0,01,,0.0,
257.0,01,,0.0,
258.0,01,,0.0,
259.0,01,,0.0,
260.0,01,,0.0,
261.0,01,,0.0,
262.0,01,,0.0,
263.0,01,,0.0,
264.0,01,,0.0,
265.0,01,,0.0,
266.0,01,,0.0,
267.0,01,,0.0,
268.0,01,,0.0,
269.0,01,,0.0,
270.0,01,,0.0,
271.0,01,,0.0,
272.0,01,,0.0,
273.0,01,,0.0,
274.0,01,,0.0,
275.0,01,,0.0,
276.0,01,,0.0,
277.0,01,,0.0,
278.0,01,,0.0,
279.0,01,,0.0,
280.0,01,,0.0,
281.0,01,,0.0,
282.0,01,,0.0,
283.0,01,,0.0,
284.0,01,,0.0,
285.0,01,,0.0,
286.0,01,,0.0,
