,Comb,Delay,Width,Sig
248.0,11,,0.0,
249.0,11,,0.0,
250.0,11,,0.0,
251.0,11,,0.0,
252.0,11,,0.0,
253.0,11,,0.0,
254.0,11,,0.0,
255.0,11,,0.0,
256.0,11,,0.0,
257.0,11,,0.0,
258.0,11,,0.0,
259.0,11,,0.0,
260.0,11,,0.0,
261.0,11,,0.0,
262.0,11,,0.0,
263.0,11,,0.0,
264.0,11,,0.0,
265.0,11,,0.0,
266.0,11,,0.0,
267.0,11,,0.0,
268.0,11,,0.0,
269.0,11,,0.0,
270.0,11,,0.0,
271.0,11,,0.0,
272.0,11,,0.0,
273.0,11,,0.0,
274.0,11,,0.0,
275.0,11,,0.0,
276.0,11,,0.0,
277.0,11,,0.0,
278.0,11,,0.0,
279.0,11,,0.0,
280.0,11,,0.0,
281.0,11,,0.0,
282.0,11,,0.0,
283.0,11,,0.0,
284.0,11,,0.0,
285.0,11,,0.0,
286.0,11,,0.0,
